mean pos,mean neg,Tweet,Clean
1,1,RT @Idothat2: RT if you throw things into fans and watch them fly around the room. #idothat2,rt @idothat rt throw things fans watch fly around room #idothat
2,2,*singing* Just got paid... Friday noon. Aint no party . Feeling tahd. Leyomi dropping. In my chair. Pump that twurk. While I do some work,singing got paid ... friday noon aint party feeling tahd leyomi dropping chair pump twurk work
1,2,Q:IS IT TRUE THAT MAMA DANCA AH BREED FI YU??? A:wat the fuk.......... ah wah kinna suicidal n... http://formspring.me/KingBoots/q/159605074,q true mama danca ah breed fi yu wat fuk ... ah wah kina suicidal ...
2,1,Thank you New York and New jersey for picking up your copies. Ain't nothing like the support of your own!,thank new york new jersey picking copies ain't nothing like support
1,1,@SoCoLaura Sounds good. Can you ever go wrong with bacon. Really?,@socolaura sounds good ever go wrong bacon really
3,1,"RT @msjenniewalker Just 15 more followers to hit 1,800 - Can you help? ?? She's a brilliant musical artist. Follow Follow Follow !",rt @msjeniewalker folowers hit help brilliant musical artist follow follow follow
2,2,@TheNoviceChef @TheHockeyGeek @sqlchicken but how long did that PC last you b4 u had to invest in repairs and or buying a new one?? :),@thenovicechef @thehockeygek @sqlchicken long computer last invest repairs buying new one :)
2,2,@Mcrebouche. I miss you. Enjoy the Winter Wonderland and stay warm.,@mcrebouche miss enjoy winter wonderland stay warm
1,4,Hates being up early on my day off driving lesson later = fucking expensive http://myloc.me/3JN3C,hates early day driving lesson later fucking expensive
3,1,My speech and test went well. Thanks for the prayers! Now off to work with @briemory! Woohoo!,speech test went well thanks prayers work @briemory woohoo
2,2,"Attitude is everything. If you think you are going to lose, you most likely will. If you think like a winner, you are gaurenteed to win.",attitude everything think going lose likely think like winner gaurented win
1,3,To all my male followers when textin somebody say OK and not K cause it makes you sound #faggish,male folowers textin somebody say ok k makes sound #fagish
2,2,@heyshaybaby I got the pictures but I'm not gonna post them!,@heyshaybaby got pictures i'm gona post
1,1,and one more #FF and RT thankathon @imageartifacts @elpsilva @mohlat @viral_desai @ultimate_music @espressoDOM @Photo_John @Sergeyus,one #f rt thankathon @imageartifacts @elpsilva @mohlat @viral_desai @ultimate_music @espresodom @photo_john @sergeyus
1,1,Hi (pic) http://znl.me/P349NA,hi pic
2,1,"@jwilliams252722 LOL I once woke up in the morning to my then-6-yr-old & her best friend singing ""Milkshake"" - complete with, ""Damn right!""",@jwiliams very funny woke morning then--yr-old best friend singing milkshake complete damn right
2,1,"RT @RevRunWisdom: Stop judging:: Start LOOKING 4 what other ppl can do , then ppl will start seeing whats good about u! (Karma)",rt @revrunwisdom stop judging :: start looking pl pl start seeing whats good karma
2,2,Guess which one of my claims is a lie! http://www.twables.com/twotweetslie/guess/Katelyn5096,guess one claims lie
2,1,RT @MikeHoughUK: who like's the new background!?,rt @mikehoughuk like's new background
3,1,@RebeccaInspir Tell her I say happy birthday. <3,@rebecainspir tell say happy birthday
1,1,"listening to ""Lil Kim Lighters Up - Music Video"" ? http://blip.fm/~ku5oe",listening lil kim lighters music video
3,3,"What a season. Still cheering though and will always love my Heels! RT @TarHeelBlueInAr: They can't win for losing! Tough, tough year!",season still cheering though always love hels rt @tarhelblueinar can't win losing tough tough year
2,1,getting my lip pierced... hells yeah,getting lip pierced ... hels yeah
3,1,"ran a 5k in the 19s today, that was my time not the temp!",ran k today time temp
1,1,Interesting article & comments comparing Zillow and NAR perspectives on real estate data: http://bit.ly/dkUt4r,interesting article coments comparing zilow nar perspectives real estate data
2,1,@woothemes Liking the Woo Menus - great news they're going to power menus in #WordPress 3.0,@wothemes liking woo menus great news they're going power menus #wordpres
1,2,"RT @perezhilton: Entertainment Weekly asks: ""John Mayer's 'Playboy' interview: Why does no one care that he also uses a gay slur?"" http://bit.ly/9jYdwb",rt @perezhilton entertainment weekly asks john mayer's playboy interview one care also uses gay slur
2,1,Bobby reed uses this as a member. Love is the master key that opens the gates of happiness. http://ihid.us?i=qcp,bobby reed uses member love master key opens gates happiness
2,1,Free report: Help offline businesses and make easy cash! => http://bit.ly/76oQM7,free report help ofline busineses make easy cash
2,3,@Labiba_ aww hope you ain't too stressed. Do take time to try and chill :),@labiba_ aw hope ain't stresed take time try chill :)
1,2,RT @Ahnanymis @MsQueenParis lol! Yo that Mike epps shit had my stomach hurtin smh <,rt @ahnanymis @msquenparis very funny yo mike episode shit stomach hurtin smh
1,1,Where can I get a copy of the picture from the shooting accident in the states where the BB saved the womans life???,get copy picture shooting accident states saved womans life
2,3,"Tearing the place apart to find my lost library book which is right here, on the arm of my couch. LOL. Jeeeez.",tearing place apart find lost library book right arm couch very funny jez
2,2,RT @vermontaigne: Mr. Smith Goes to Eau Claire #boringmovies | HA!,rt @vermontaigne mr smith goes eau claire #boringmovies ha
4,1,i love quality time w. my bff @beautifuldomiie! its more like touchy feely time LOL,love quality time w bf @beautifuldomie like touchy fely time very funny
2,1,RT @CHRIS__CHAMBERS: So who's coming to the dream team awards on Monday @ 6:00? I'm ready to serve you :D,rt @chris_chambers who's coming dream team awards monday i'm ready serve :d
1,1,@ToughFL dang. welcome to the club! i got one today,@toughfl dang welcome club got one today
1,3,Bangladesh clamps down on deadly campus violence http://bit.ly/99S7YB,bangladesh clamps deadly campus violence
1,1,#Nikon 24mm f/1.4G ED AF-S RF SWM Prime Wide Angle Nikkor #Lens for #Nikon Digital SLR Cameras http://bit.ly/cT4YyA,#nikon f g ed af-s rf swm prime wide angle nikor #lens #nikon digital slr cameras
2,1,Tsunami Memory: Choosing the Best WAHM Forums For Your Work at ... http://bit.ly/aNm3iy,tsunami memory choosing best wahm forums work ...
3,1,@Miss31337 aww that's what i first thought of!! you think i could pull belle off? she's so pretty!,@mis aw that's first thought think could pull belle pretty
2,1,RT @TheReal_KDubb: After I make ya mama pop lock n drop it and bust it wide open Ima cook some breakfast buttnekkid in the kitchen Ving Rhames style #thuglife,rt @thereal_kdub make mama pop lock drop bust wide open ima cook breakfast butnekid kitchen ving rhames style #thuglife
3,1,"I'm very willing to pay more taxes, because I believe it's the right thing to do - RenoTH",i'm willing pay taxes believe right thing renoth
1,2,Dork. http://www.adamofficial.com/ca/news/adam-lambert-toronto,dork
1,1,Health Update:: Latest Snoring Problem Auctions http://www.livewellsite.com/latest-snoring-problem-auctions-25.html,health update :: latest snoring problem auctions
3,2,@YossiT cool!I always lookd for one but only found Haighs and Koko Black -not that there's anything wrong with that ;),@yosit cool always lokd one found haighs koko black there's anything wrong ;)
1,1,Just got word that the Dove Men+Care spot was featured on Oprah!! http://bit.ly/aUq0UJ,got word dove men care spot featured oprah
1,2,"sorry might not b back 4 a while i have alot coming up ,pantomine,option choices,holiday,footie play offs AND all my ruin your halfterm work",sorry might back alot coming pantomine option choices holiday fotie play ofs ruin halfterm work
1,1,Watch JAK Medlemsbank -V?r bank on Vimeo! http://vimeo.com/9401152,watch jak medlemsbank v bank vimeo
1,1,I'm going to be living around here later this year: http://bit.ly/aBKTgi,i'm going living around later year
3,1,RT @Saaoirse: I love how awkward everyone looks on QI when being applauded.,rt @saoirse love awkward everyone loks qi aplauded
2,1,"was asked today in conversation what the end goal of my life is. jesus is. in other news, @quentindill is my favorite basketball player",asked today conversation end goal life jesus news @quentindil favorite basketball player
2,1,"I just took ""You and Justin are in mcdonald and he goes..."" and got: He apologizes and u two become friends:)! Try it: http://bit.ly/9VvGpJ",took justin mcdonald goes ... got apologizes two become friends :) try
1,2,captain EO will not be opening this weekend. effects not yet ready... still testing. maybe late march to early april. sorry! #disneyland,captain eo opening weekend effects yet ready ... still testing maybe late march early april sorry #disneyland
3,1,changed my name!!! used to be @InnocentBells88 but...now that i am OFFICIALY MARRIED to @SexyJazzWhit i am @MrsBellsWhit *smiles*,changed name used @inocentbels ... oficialy married @sexyjazwhit @mrsbelswhit smiles
1,1,"I am using twitter site to tweet right now ... Is that what people called "" growing old "" ?",using twitter site tweet right ... people caled growing old
2,2,@dkmashino I thought you complained about that earlier! Hmmmm! :P cc: @808Helix,@dkmashino thought complained earlier hm :p see @helix
1,1,@shadyoutkast punks fiddling and tap dancing? I don't even know.,@shadyoutkast punks fiddling tap dancing even know
1,3,Let me sneak out to kitchen. I'm hella hungry. Brb!,let sneak kitchen i'm hela hungry brb
3,1,@BwanaPapyrus thank you for the #FF !!!!,@bwanapapyrus thank #f
1,1,New release: The Vicious Kind (2009) http://tinyurl.com/ydb3slc,new release vicious kind
2,1,I feel u on that one.. RT @BellaKeys I need a dose of #Miami !! I'm getting the #NC virus ! LMAO,feel one .. rt @belakeys need dose #miami i'm getting #nc virus very funny
2,2,@LDBCasting I saw it reported that they originally wanted Bullock to do Blindside & she declined but they talked her into it...,@ldbcasting saw reported originally wanted bullock blindside declined talked ...
3,2,many people dn't know what it feels like when you lose something you love so much ....,many people dn't know fels like lose something love much ...
1,1,"Just took ""do you know bella swan???"" and got: you're her sis! Try it ? http://bit.ly/cN9WL0",took know bela swan got sister try
1,2,Getting a bit tired... And the 15 is so packed for las vegas.,getting bit tired ... packed las vegas
1,1,@acronkyoung I literally just made a template. Waiting for you to edit and write your choices before I go too into it.,@acronkyoung literally made template waiting edit write choices go
2,1,@RiichRollin good looks my niggaz...Wat niggaz was fuckin wit last night,@richrolin good loks nigaz ... wat nigaz fuckin last night
3,1,COMPETITION www.bliss-gifts.co.uk is still running so come and enter for a chance to win a gorgeous prize.,competition w.blis-gifts.co.uk still running come enter chance win gorgeous prize
1,1,"@thatbrand knows my schedule well... Why don't you, @CathoBatho ?",@thatbrand knows schedule well ... @cathobatho
1,2,just had 3 mouthfuls of dubious looking and tasting beehoon from the neighbour,mouthfuls dubious looking tasting behon neighbour
2,1,@DougieDoug53 I Know You Not Tweeting About Me lol,@dougiedoug know tweting very funny
1,1,Blog Post: 16 Realistic Robo-Creatures Videos http://bit.ly/dCeTP5,blog post realistic robo-creatures videos
1,1,@soopa I've moved in to the chichory stout from dogfish head if that helps at all.,@sopa i've moved chichory stout dogfish head helps
1,1,I just became the mayor of Mark's on @foursquare! http://4sq.com/alMwgS,became mayor mark's @foursquare
2,2,RT @MARLONLWAYANS #HowToBeAMan don't cheat... be honest. have the balls to tell the truth & the heart to let them walk away...,rt @marlonlwayans #howtobeaman cheat ... honest bals tell truth heart let walk away ...
1,1,(infowars.com) A Warning To The Tea Party Nation http://ur1.ca/m7m5,infowars.com warning tea party nation
1,1,"just voted ""#2"" on ""Miley best outfits?? "" vote too ? http://bit.ly/aWPKkZ",voted miley best outfits vote
1,1,just got back from cheer/dance,got back cheer dance
1,1,"NewsBuzzer: Lightning Round OT: Acme Packet, Waste Management and More - http://tinyurl.com/ye88clp",newsbuzer lightning round ot acme packet waste management
1,2,????? How I wish you were here... ?????,wish ...
1,2,@dataddiction yo im bored imma bout to call ya ass on skype,@datadiction yo im bored ima call ass skype
1,1,"Getting ready for the Valencia MTV Winter Festival,tonight playing for free, the Arctic Monkeys + Mystery Jets.Todays my main Twiiter topic",getting ready valencia mtv winter festival tonight playing free arctic monkeys mystery jets.todays main twiter topic
1,2,RT @LauraJSilverman: I bought a recovered memory foam mattress and half of my family doesn't believe it's real.,rt @laurajsilverman bought recovered memory foam mattress half family believe real
1,1,RT @MADAKAZCAR ??400tweet/teny JAPS? Oniitshan = Zokilahy / Oneethsan = Zokivavy / Ototo = Zandrilahy / Imoto =... re: http://ff.im/f8UQh,rt @madakazcar tweet teny japs onitshan zokilahy onethsan zokivavy ototo zandrilahy imoto ...
2,2,RT @ralphmarston: Happiness is not in some distant place of perfection and pleasure. Happiness is waiting for you to give it life in this moment.,rt @ralphmarston happiness distant place perfection pleasure happiness waiting give life moment
1,1,http://twitpic.com/12vbz2 - IMG_0853.JPG,img jpg
1,2,@HawkB_LND Naw its pro game just more physical and overseas rules,@hawkb_lnd naw pro game physical overseas rules
1,1,@BigHeadAsian So what's up with @LAFoodFest? You gonna be there for a while?,@bigheadasian what's @lafodfest gona
2,1,RT @iatpapog: articel writing made fun and easy. http://bit.ly/articlewriting,rt @iatpapog articel writing made fun easy
2,1,@SpinsDick O_o Um....*isn't near my house* Can i poof you guys there? :D,@spinsdick o_o um ... near house poof guys :d
3,1,"in the past 24 hours i've eaten megabyte pizza, a&w, mcdonalds (three times), kraftdinner, and starbucks. whistler was a blast!",past hours i've eaten megabyte pizza w mcdonalds three times kraftdiner starbucks whistler blast
3,1,HAHA Giselle just replied to my text and said 'Fuck yeah'. I love everyone :3,haha gisele replied text said fuck yeah love everyone
1,1,RT @ArghZombies: Trailer Neil Marshall's Centurian looks awesome! http://bit.ly/b4VEeZ // Do I spy Noel Clarke... Bet he gets his mobile out,rt @arghzombies trailer neil marshal's centurian loks awesome spy noel clarke ... bet gets mobile
1,1,Hello my tweeples! I'm back. Busy bee me. Check out what @obeygiant made! http://yfrog.com/1dcbdiyj (via @smokey_robinson),hello tweples i'm back busy bee check @obeygiant made via @smokey_robinson
2,1,"ready for this juice jam on march 27th, got about 5 more pounds of muscle to gain and i'll be just right....",ready juice jam march th got pounds muscle gain i'l right ...
1,1,RT @dj4DWood: @DonnieWahlberg are you a grown man ready to blow?,rt @djdwod @doniewahlberg grown man ready blow
1,1,Phillyvenues.org Pavilion of Art & Design London to Field World's Most Prominent Dealers: LONDON.- Now i... http://bit.ly/9Wba2C @phlvenues,philyvenues.org pavilion art design london field world's prominent dealers london ... @phlvenues
1,2,"Dispatch from Darfur RT @willswanson Valentine party behind barbed wire, sandbags. Nevermind UNAMID armed bouncers; their weapons don't work",dispatch darfur rt @wilswanson valentine party behind barbed wire sandbags nevermind unamid armed bouncers weapons work
1,1,RT @EvaMarcilleFanz: #FF @EvaMarcille @LanceGross @MsJillMJones @DenyceLawton @natashaellie @LizzESue @Big_mal @haselstar & @MarquitaH,rt @evamarcilefanz #f @evamarcile @lancegros @msjilmjones @denycelawton @natashaelie @lizesue @big_mal @haselstar @marquitah
2,3,"RT @fndannyboy: RT @ZackMeads: Tired of pissing matches over vinyl vs cdj/laptop. If you suck as a dj, you suck no matter what u play on. End of story :)",rt @fndanyboy rt @zackmeads tired pising matches vinyl vs cdj laptop suck dj suck matter play end story :)
1,1,Testing out Google Buzz and other networks.,testing gogle buzz networks
2,2,Mj got new mascra -.- and i didn't know -.-,mj got new mascra know
2,1,RT @worldprayr: Love Believes all Things - Unshakable confidence and trust. http://bit.ly/dsX6zl,rt @worldprayr love believes things unshakable confidence trust
1,1,Bharti offers $10.7 billion for Zain Africa ops: reports (Reuters)http://bit.ly/bpKDI5,bharti ofers billion zain africa ops reports reuters
1,1,questo l'ho caricato soprattutto per @enver: http://www.youtube.com/watch?v=z9udY-1z2HM,questo l'ho caricato sopratuto per @enver
1,1,Great fun RT @shru_: Enjoyable tweet up at Al Mallah @MoneyMunot @Daddybird @kangayayaroo @dubaijazz @wajihasaid @mita56 @bishray @yaHya101,great fun rt @shru_ enjoyable tweet al malah @moneymunot @dadybird @kangayayaro @dubaijaz @wajihasaid @mita @bishray @yahya
1,1,@HisHoliness,@hisholines
1,1,"RT @beaubeth: Sail Banda 2010, Moluccas, Indonesia :) http://myloc.me/3LIbN",rt @beaubeth sail banda molucas indonesia :)
1,2,"I saw him yesterday and thought the SAME thing. RT: @StyleIT Oh, crazy suit guy - you are such a #nyfw fixture http://twitpic.com/131gvw",saw yesterday thought thing rt @styleit oh crazy suit guy #nyfw fixture
1,2,"You must be Jamaican, cause you Jamaican me crazy. http://plurk.com/p/3rblfk",must jamaican jamaican crazy
1,1,@MzNina216 thats on me im bout to send that 4 u.,@mznina thats im send
3,1,Wanna help us with tomorrow's bake sale? Here're the details: http://trunc.it/55kni Thank you!,wanna help us tomorow's bake sale here're details thank
1,1,I'm at ????. http://4sq.com/62t8Hr,i'm
3,1,"have another step to being capable fans down, blog created. http://jrcelski.blogspot.com/ - It is a very very nice place of happiness.",another step capable fans blog created nice place happiness
3,1,"@justinbieber ""cuz this life's too long and this love's too strong. So baby know for sure, that I'll never let you go"" (:",@justinbieber life's long love's strong baby know sure i'l never let go (:
1,1,http://twitpic.com/12z4lh,
2,1,"@ItsMeMaven Hee! Nah, since my RNY one glass of wine = OMG I'M GONNA TAKE MY SHIRT OFF & DANCE!",@itsmemaven nah since rny one glass wine shocked i'm gona take shirt dance
4,1,I'm always gonna be here so get use to tha face :)!!!,i'm always gona get use tha face :)
1,1,Petropavlovsk names Dr Graham Birch as non-executive director: AHe was manager of BlackRock's ... http://bit.ly/cWCgz0 - http://bit.ly/9BQr,petropavlovsk names dr graham birch non-executive director ahe manager blackrock's ...
1,1,"I posted 12 photos on Facebook in the album ""NNG Pix"" http://bit.ly/8Ze5ub",posted photos facebok album ng pix
1,1,RT @BiebsBestBabes: Everyone seems to be unfollowing EVERYONE except for celebs and friends.,rt @biebsbestbabes everyone sems unfollowing everyone except celebs friends
2,1,RT @martinajoseph 5000th Tweet Soon! <-- Just About Half Way Towards Reaching My Standards!:),rt @martinajoseph th tweet soon <-- half way towards reaching standards :)
1,1,athomeintexas 2.12.10.wmv: http://athomeintexas.com ? Review of changes to website. How did removing flash and add... http://bit.ly/crmDTZ,athomeintexas ... wmv review changes website removing flash add ...
2,2,@MissKellyO that tweet came from the heart and was perfectly spelt. Or should that be spelled? Respect for the realness and unbridled diss.,@miskelyo tweet came heart perfectly spelt speled respect realness unbridled diss
1,1,RT @gigAnit: tease a http://myloc.me/3MygW,rt @giganit tease
1,1,"RT @BBCClick: What internet browser will you pick, and why, when Microsoft gives users the choice from March? Send us your views... http://bit.ly/azAI8Y",rt @bclick internet browser pick microsoft gives users choice march send us views ...
2,2,"@bzygo What, You've Got Mail? IDK. That's a little before my time...most Meg Ryan movies are the same, but they're guilty pleasures.",@bzygo got mail i dont know that's little time ... meg ryan movies they're guilty pleasures
1,1,"3 picks today are - Crispy Breast of Lamb, Apple and spice red cabbage, Garlic and Thyme Potatoes, Pan Juice ?11.95",picks today crispy breast lamb apple spice red cabbage garlic thyme potatoes pan juice
1,2,"Had been to office today, feeling sleepy now...",office today feeling sleepy ...
1,1,http://ping.fm/p/LbFvn - My Macbook Pro lid - now with @wrox and @sqlagentman stickers.,macbok pro lid @wrox @sqlagentman stickers
1,1,"#7: Vidpro Gripster Flexible Camera Tripod for Compact Digital Cameras, GP-10 http://tinyurl.com/ybwycww",vidpro gripster flexible camera tripod compact digital cameras gp
1,1,Today's New Moon gives the current pile-up of planets in your ... More for Leo http://twittascope.com/twittascope/?sign=5,today's new moon gives current pile-up planets ... leo
3,1,aww elvin ng's so cute w the pink pants and the lalala dance steps! :D,aw elvin ng's cute w pink pants lalala dance steps :d
1,2,time to say goodbye,time say godbye
3,1,"@BrunaCoradini so do you speak very well, don't you use the google translate yeah? I wanna someone to practice...",@brunacoradini speak well use gogle translate yeah wanna someone practice ...
2,1,"just voted ""joe jonas"" on ""who is the cutest guy in disney channel?"" vote too ? http://bit.ly/b5Jl28",voted joe jonas cutest guy disney channel vote
1,1,@technofreak9 install it on a flash drive and boot through the USB. flash the bios to an english one. What is the make of the PC? Board?,@technofreak install flash drive boot usb flash bios english one make computer board
1,1,"RT @Regev_Porat: Martin Heidegger: thinking the unthinkable - BBC's Human, All Too Human series http://tinyurl.com/yc6onwn",rt @regev_porat martin heideger thinking unthinkable bc's human human series
2,2,@cake_slave fair enough. I can't predict it anyway haha. How far are you?,@cake_slave fair enough can't predict anyway haha far
2,1,"QUOTE: Survival and profit are fine, but if you http://j.mp/cz6d5T",quote survival profit fine
2,1,"So today is the chinese new year and valentine's day at the same time, huh? What would I wear to celebrate both? pink barongsai costume? ;p",today chinese new year valentine's day time huh would wear celebrate pink barongsai costume ;p
2,1,@msfob woo thers like random cartoon characters and kids :) are you pro at mando?,@msfob woo thers like random cartoon characters kids :) pro mando
2,3,"@oylo_muychingon awh that sucks :( i'm currently working on my biol assignment, feel free to do it for me? Haha :D",@oylo_muychingon awh sucks :( i'm currently working biol assignment feel free haha :d
1,1,Fuel stop en route to Toronto for the weekend (@ Smokin' Joes) http://4sq.com/a5qumG,fuel stop en route toronto weekend smokin joes
1,1,http://www.formspring.me/SirWysheidRoxx Ask Me Anything U Want,ask anything want
1,1,http://twitpic.com/130e7m -,
1,3,"Couldn't stand the dirty house any longer, so husband (who's home every morning) is going to chess tourney while I stay home & clean.",stand dirty house longer husband who's home every morning going chess tourney stay home clean
1,1,Ask me anything http://formspring.me/actyree,ask anything
3,1,"RT @Catherine747: ... the global heart is awakening, beating out the rhythm of a new and glorious dance, calling us to a better way of living ~ Anodea Judith",rt @catherine ... global heart awakening beating rhythm new glorious dance calling us better way living anodea judith
1,2,@joegilder sorry I missed the production club last night...work has been particularly unkind to my spare time this week.,@joegilder sorry mised production club last night ... work particularly unkind spare time wk
1,1,? Coldcut - Return To Margin (Afterlife Mix) http://somafm.com #nowplaying,coldcut return margin afterlife mix #nowplaying
1,1,[New Post] Getting Rid of Wrinkles - http://toast.tw/100mee,new post getting rid wrinkles
1,3,http://twitpic.com/12w7zg - BITCHES DONT KNOW BOUT MY MILLENNIUM FALCON,bitches dont know millennium falcon
1,2,Stupid Things to Try on Your Cell Phone! - http://goo.gl/fb/WHYH,stupid things try cell phone
3,1,@drewbrees I agree! Think you two top my list of people I'd love to meet one day!,@drewbres agree think two top list people i'd love meet one day
1,1,@Glambr oooh are you coming to see me & @MAC_Gregory_A and @ricpipino at @alice_olivia?,@glambr oh coming see @mac_gregory_a @ricpipino @alice_olivia
3,1,"@JamesGang4lyf Yeah I totally agree too, and they both work so hard!!",@jamesganglyf yeah totally agree work hard
3,1,Top o the morning... Off to Riveredge forsome Saturday skiing!!! Purdy day for it!,top morning ... riveredge forsome saturday skiing purdy day
1,1,Losing weight has nothing to do with starving or jogging!..http://bit.ly/8Ur89K,losing weight nothing starving joging ..
1,4,Fuck My Life: OMFG Now I got hiccups!!!! #FML: OMFG Now I got hiccups!!!! #FML http://bit.ly/d4KbNY,fuck life omfg got hicups #fml omfg got hicups #fml
1,1,"#9: Winsome Spectrum L-Back Airlift Adjustable Swivel Stool, Faux Leather http://url4.eu/1OIHC",winsome spectrum l-back airlift adjustable swivel stool faux leather
2,1,I've got a feeling this is Mexico's year,i've got feeling mexico's year
2,1,RT @THE_REAL_SHAQ: 2nd funniest guy in da nba. check it out http://bit.ly/arCFES,rt @the_real_shaq nd funiest guy da nba check
2,1,"Look at my horse, my horse is amazing. Give it a lick it tastes just like raisins, by the stroke of its mane it turns into a plane.SINGALONG",look horse horse amazing give lick tastes like raisins stroke mane turns plane.singalong
2,1,"#listeningto Wonderin' (featuring Matt Thiessen of Relient K) - TobyMac , if you love how beautiful ""fireflies"" voice , MT is the man!",#listeningto wonderin featuring mat thiesen relient k tobymac love beautiful fireflies voice mt man
1,2,can't find my phone + it's not charged.. email/twtr/fb if you need me. time for a lowkey night w/@hilaryasmith. 7.5 miler @ 7 AM tom.. ahh!!,can't find phone charged .. email twtr fb need time lowkey night w @hilaryasmith . . miler tom .. ah
1,1,"RT @OMGIDoThisToo: When you sit on the ground, do you automatically start pulling out grass?",rt @omgidothisto sit ground automatically start puling grass
1,1,"RT @FlexRadioSystem All other vendors have closed up shop, but still a crowd in FlexRadio booth #HamCation #hamr http://twitpic.com/132bv8",rt @flexradiosystem vendors closed shop still crowd flexradio booth #hamcation #hamr
1,1,"Q:If you could have been the author of any book, what would it have been?... A:THE 50 CENT BOOK http://formspring.me/Djzai09/q/164212714",q could author book would ... cent book
1,1,How to Make money Online At Home?? http://bit.ly/ajfztf,make money online home
2,1,Want to improve your life? Ordain it by understanding the physics involved. Visit http://bit.ly/joedweb,want improve life ordain understanding physics involved visit
1,2,"RT @nadirachianti: RT @aliyajulyan: RT @jacklinevelina: Pleaseeeee, i want to be taller :( http://myloc.me/3MsZj",rt @nadirachianti rt @aliyajulyan rt @jacklinevelina please want taller :(
2,1,Lol that shit'll be crazy RT @antlindsey: @TheRyanHenry I'm putting it together in my head now. Ima hv you tat me on the stage @ONTOURAGE,very funny shit'l crazy rt @antlindsey @theryanhenry i'm puting together head ima hv tat stage @ontourage
2,1,@ThemPRangers #rangerstagmein cause yall wit me everywhere ii go (only cause ii gotta skin of yall on my phone lol),@themprangers #rangerstagmein yal everywhere go gota skin yal phone very funny
3,3,i will forever miss the GREAT Alexander McQueen,forever miss great alexander mcquen
1,1,Need more followers of your twitter account? Go here - http://cli.gs/JpVunR,need folowers twitter account go
1,1,@LondonDiva The same ones up in arms were probably shucking and jiving right along with Soulja Boy talking about Supermanning that hoe. Q,@londondiva ones arms probably shucking jiving right along soulja boy talking supermaning hoe q
1,1,@bsneed23 U off to Antarctica a.k.a. Dallas??,@bsned antarctica k dalas
2,3,@griltig yeah google for sure now. Jus a lying cunt like the rest of em. Oh well. Will def try to make boots reunion. You going?x,@griltig yeah gogle sure lying cunt like rest oh well defenetely try make boots reunion going x
3,2,RT @MARLONLWAYANS: #HowToBeAMan don't call a woman you had sex w/ ahoe. she gave your needy ass pussy. she's a HERO!<--lmao.,rt @marlonlwayans #howtobeaman call woman sex w ahoe gave needy ass pussy hero <-- very funny
2,2,@lovelyladypa so true. I am sick of MSM creating drama,@lovelyladypa true sick msm creating drama
1,4,I had a nightmare about this vicious little cat biting me! Dreammoods says it means someone close to me is talkin shit & bein fake. HMMMMM,nightmare vicious little cat biting dreamods says means someone close talkin shit bein fake hm
3,1,My grandma is so cute! :D she said I'm still young so don't have to do housework. I totally agree with her! (:,grandma cute :d said i'm still young housework totally agree (:
1,4,RT @AndyParas: RT @CarolinaScanner SC Highway Patrol working 488 wrecks at the moment..... STAY HOME & DO NOT DRIVE!!! #chstrfc #chswx,rt @andyparas rt @carolinascaner sc highway patrol working wrecks moment ... stay home drive #chstrfc #chswx
2,3,@DC_Zol Pricess Leia is going to be gutted! :-),@dc_zol prices leia going guted :-)
2,1,Get back to healthy nutrition basicsAnahuac ProgressA great way to start on the path to better nutrition is to take a n http://url4.eu/1Otsu,get back healthy nutrition basicsanahuac progresa great way start path better nutrition take
2,1,UK Afghan mission 'going to plan' http://www.nwoos.com/uk-afghan-mission-going-to-plan-88534.html,uk afghan mission going plan
2,1,@MrsJonas622 can u vote stay on which njata is best ? It's my poll,@mrsjonas vote stay njata best poll
1,1,BMW Vision EfficientDynamics Concept To Be In Production By 2013 - Future Cars News: BMW Vision EfficientDynamics ... http://bit.ly/caJzgr,bmw vision eficientdynamics concept production future cars news bmw vision eficientdynamics ...
2,2,@SaireBennetto Aww dammit! Lol its in the post!! =P,@sairebeneto aw damit very funny post =p
1,2,It took me a few hours to get my hand un-glued from my face.,took hours get hand un-glued face
1,1,@hughhefner How you doin just wanted to say hi and get in touch with you,@hughefner doin wanted say hi get touch
1,1,"RT @HarvardResearch: Atheists are just as ethical and have as strong a moral compass as churchgoers, new research shows http://ow.ly/15y0R",rt @harvardresearch atheists ethical strong moral compass churchgoers new research shows
2,1,hopin' one day you'll come and sing this song with me. I wrote this song just for you.,hopin one day you'l come sing song wrote song
1,3,Just realized a friend is off the wagon in a big way - sad;-(,realized friend wagon big way sad ;-(
3,1,"RT @PaigeXc: Is so excited about Pixies in March. La la love you, don't mean maybe...",rt @paigexc excited pixies march la la love mean maybe ...
3,1,RT @diplo: happy valentines day ! mix from mad decent - http://tinyurl.com/decentLUV,rt @diplo happy valentines day mix mad decent
3,1,RT @inspiringMoms: @getsweetie Hi Sweetie! This is YOUR Holiday!You were named for it! Make it a special day!TU for the rt!Amy//Hugs to you!,rt @inspiringmoms @getswetie hi sweetie holiday named make special day tu rt amy hugs
3,1,RT This is very cool. Parallel genetic code created http://bit.ly/acEJSk /via @RogerHighfield,rt cool parallel genetic code created via @rogerhighfield
1,1,Sesek napas mksdnya? ;) RT @RezaHarmaini: Can't breathe easy... http://myloc.me/3OW5o,sesek napas mksdnya ;) rt @rezaharmaini can't breathe easy ...
